P2.K,V(B),I(I_B.nA),
0.633,0.7261557747215068,0.00008748518253966523,
0.634,0.7262011174478463,0.00008763461593712346,
0.635,0.7262463864614036,0.00008778405261802418,
0.636,0.7262915820133633,0.0000879334925888342,
0.637,0.7263367043536393,0.00008808293585603339,
0.638,0.726381753730884,0.00008823238242611475,
0.639,0.7264267303924966,0.00008838183230558423,
0.64,0.726471634584631,0.00008853128550096067,
0.641,0.7265164665522057,0.00008868074201877566,
0.642,0.72656122653891,0.00008883020186557362,
0.643,0.7266059147872137,0.0000889796650479115,
0.644,0.7266505315383746,0.00008912913157235892,
0.645,0.7266950770324464,0.00008927860144549789,
0.646,0.7267395515082878,0.0000894280746739229,
0.647,0.7267839552035688,0.00008957755126424076,
0.648,0.7268282883547796,0.00008972703122307048,
0.649,0.7268725511972383,0.00008987651455704329,
0.65,0.7269167439650982,0.00009002600127280252,
0.651,0.7269608668913565,0.00009017549137700351,
0.652,0.7270049202078601,0.0000903249848763136,
0.653,0.7270489041453152,0.00009047448177741191,
0.654,0.7270928189332929,0.00009062398208698948,
0.655,0.7271366648002384,0.00009077348581174899,
0.656,0.727180441973477,0.00009092299295840483,
0.657,0.7272241506792217,0.00009107250353368296,
0.658,0.7272677911425812,0.00009122201754432087,
0.659,0.7273113635875661,0.0000913715349970675,
0.66,0.7273548682370963,0.00009152105589868312,
0.661,0.7273983053130088,0.00009167058025593942,
0.662,0.7274416750360632,0.0000918201080756192,
0.663,0.7274849776259503,0.00009196963936451653,
0.664,0.727528213301298,0.00009211917412943651,
0.665,0.7275713822796785,0.00009226871237719538,
0.666,0.7276144847776147,0.00009241825411462025,
0.667,0.7276575210105876,0.0000925677993485492,
0.668,0.727700491193042,0.00009271734808583113,
0.669,0.7277433955383945,0.0000928669003333257,
0.67,0.7277862342590387,0.00009301645609790336,
0.671,0.7278290075663524,0.0000931660153864451,
0.672,0.7278717156707042,0.00009331557820584258,
0.673,0.7279143587814595,0.00009346514456299795,
0.674,0.727956937106987,0.00009361471446482383,
0.675,0.7279994508546649,0.00009376428791824326,
0.676,0.7280419002308882,0.0000939138649301896,
0.677,0.728084285441073,0.00009406344550760646,
0.678,0.7281266066896642,0.00009421302965744776,
0.679,0.7281688641801413,0.00009436261738667747,
0.68,0.7282110581150235,0.00009451220870226976,
0.681,0.7282531886958777,0.00009466180361120878,
0.682,0.7282952561233226,0.00009481140212048869,
0.683,0.7283372605970353,0.00009496100423711356,
0.684,0.7283792023157571,0.00009511060996809737,
0.685,0.7284210814773002,0.00009526021932046387,
0.686,0.7284628982785518,0.00009540983230124658,
0.687,0.7285046529154814,0.00009555944891748874,
0.688,0.7285463455831457,0.00009570906917624319,
0.689,0.7285879764756944,0.00009585869308457243,
0.69,0.728629545786376,0.00009600832064954846,
0.691,0.7286710537075426,0.00009615795187825278,
0.692,0.7287125004306569,0.00009630758677777625,
0.693,0.7287538861462969,0.00009645722535521921,
0.694,0.7287952110441603,0.00009660686761769126,
0.695,0.7288364753130718,0.00009675651357231129,
0.696,0.7288776791409872,0.00009690616322620741,
0.697,0.7289188227149985,0.00009705581658651687,
0.698,0.7289599062213412,0.00009720547366038609,
0.699,0.7290009298453967,0.00009735513445497052,
0.7,0.7290418937716991,0.00009750479897743463,
0.701,0.7290827981839408,0.00009765446723495188,
0.702,0.7291236432649764,0.00009780413923470459,
0.703,0.7291644291968283,0.00009795381498388402,
0.704,0.7292051561606923,0.00009810349448969021,
0.705,0.7292458243369412,0.00009825317775933196,
0.706,0.7292864339051315,0.00009840286480002683,
0.707,0.7293269850440071,0.00009855255561900102,
0.708,0.7293674779315042,0.00009870225022348938,
0.709,0.7294079127447575,0.00009885194862073531,
0.71,0.7294482896601028,0.0000990016508179908,
0.711,0.729488608853084,0.00009915135682251628,
0.712,0.7295288704984564,0.00009930106664158063,
0.713,0.7295690747701918,0.00009945078028246117,
0.714,0.7296092218414831,0.0000996004977524435,
0.715,0.7296493118847495,0.00009975021905882162,
0.716,0.7296893450716395,0.0000998999442088977,
0.717,0.7297293215730367,0.00010004967320998223,
0.718,0.7297692415590625,0.0001001994060693938,
0.719,0.7298091051990798,0.00010034914279445922,
0.72,0.7298489126616946,0.00010049888339251345,
0.721,0.7298886641147554,0.00010064862787089956,
0.722,0.7299283597253458,0.00010079837623696887,
0.723,0.7299679996597679,0.00010094812849808108,
0.724,0.7300075840835034,0.00010109788466160471,
0.725,0.7300471131611318,0.00010124764473491784,
0.726,0.7300865870561599,0.00010139740872540989,
0.727,0.7301260059306884,0.00010154717664048491,
0.728,0.7301653699447279,0.00010169694848756838,
0.729,0.7302046792548424,0.00010184672427412081,
0.73,0.7302439340114426,0.00010199650400766475,
0.731,0.7302831343533928,0.00010214628769583854,
0.732,0.7303222803973445,0.0001022960753465029,
0.733,0.7303613722173599,0.00010244586696794416,
0.734,0.7304004098957226,0.00010259566256836728,
0.735,0.7304393932334033,0.00010274546215878549,
0.736,0.7304783219899262,0.00010289526575062634,
0.737,0.7305171932450053,0.00010304507338206437,
0.738,0.7305560066757181,0.00010319488506535179,
0.739,0.7305947562207221,0.0001033447008700153,
0.74,0.7306334315673819,0.00010349452090801462,
0.741,0.730672011999158,0.00010364434539515197,
0.742,0.7307104567824164,0.00010379417474702263,
0.743,0.7307486866383476,0.00010394400976394765,
0.744,0.7307865507277795,0.00010409385196050744,
0.745,0.7308237735428121,0.00010424370409563605,
0.746,0.7308598882683149,0.00010439357083777668,
0.747,0.7308942019322189,0.00010454345911276887,
0.748,0.7309258891067788,0.0001046933771686555,
0.749,0.730954263467515,0.00010484333186522332,
0.75,0.7309790306700015,0.00010499332614993452,
0.751,0.7310004217672565,0.00010514335772614689,
0.752,0.7310188812837486,0.00010529342216643597,
0.753,0.7310349434540611,0.00010544351414785683,
0.754,0.731049087004154,0.00010559362890141921,
0.755,0.731061702350499,0.00010574376253950372,
0.756,0.7310730944806864,0.00010589391202713017,
0.757,0.7310834980503045,0.00010604407503128711,
0.758,0.7310930933639682,0.00010619424976143162,
0.759,0.7311020197461496,0.0001063444348360386,
0.76,0.7311103859382763,0.00010649462917882936,
0.761,0.7311182777563019,0.00010664483194234258,
0.762,0.7311257637577475,0.00010679504245137226,
0.763,0.7311328993635576,0.00010694526016182791,
0.764,0.7311397298788695,0.00010709548463058454,
0.765,0.7311462927102539,0.00010724571549335253,
0.766,0.731152619085102,0.00010739595244751667,
0.767,0.7311587353236785,0.00010754619523943969,
0.768,0.7311646634886033,0.00010769644365798045,
0.769,0.7311704226910887,0.00010784669752145564,
0.77,0.7311760293287733,0.00010799695667526661,
0.771,0.7311815022219275,0.00010814722094062825,
0.772,0.7311868413640826,0.00010829749032668888,
0.773,0.7311920670782027,0.00010844776463965937,
0.774,0.7311971876125622,0.0001085980438062831,
0.775,0.7312022109552739,0.00010874832775589942,
0.776,0.7312071444180405,0.00010889861642459911,
0.777,0.7312119945965401,0.00010904890975561998,
0.778,0.731216767423344,0.00010919920769881878,
0.779,0.731221468252202,0.00010934951020982996,
0.78,0.7312261018731109,0.00010949981724991542,
0.781,0.7312306726695014,0.00010965012878439546,
0.782,0.7312351845986229,0.00010980044478284466,
0.783,0.7312396412624115,0.00010995076521838462,
0.784,0.7312440459478005,0.00011010109006728155,
0.785,0.7312484016617637,0.00011025141930859651,
0.786,0.731252711161762,0.00011040175292388154,
0.787,0.7312569769822447,0.00011055209089691523,
0.788,0.731261201457776,0.00011070243321347177,
0.789,0.7312653867432772,0.00011085277986111902,
0.79,0.7312695348317956,0.00011100313082904112,
0.791,0.7312736475701525,0.00011115348610788235,
0.792,0.7312777266727609,0.00011130384568960918,
0.793,0.7312817737338642,0.00011145420956738812,
0.794,0.7312857902384036,0.00011160457773547728,
0.795,0.7312897775716933,0.00011175495018912983,
0.796,0.7312937370280592,0.00011190532692450771,
0.797,0.7312976698185654,0.00011205570793860457,
0.798,0.7313015770779447,0.00011220609322917657,
0.799,0.7313054598708286,0.00011235648279468026,
0.8,0.7313093191973578,0.00011250687663421652,
0.801,0.731313155998246,0.00011265727474748002,
0.802,0.7313169711593609,0.00011280767713471357,
0.803,0.7313207655158741,0.00011295808379666663,
0.804,0.7313245398560281,0.00011310849473455773,
0.805,0.7313282949245621,0.00011325890995004034,
0.806,0.7313320314258335,0.00011340932944517163,
0.807,0.7313357500314779,0.00011355975322233604,
0.808,0.7313394513620642,0.00011371018128442852,
0.809,0.731343136024034,0.00011386061363448553,
0.81,0.7313468045861536,0.00011401105027592047,
0.811,0.7313504575888986,0.00011416149121242965,
0.812,0.7313540955462717,0.00011431193644797439,
0.813,0.7313577189474827,0.00011446238598676419,
0.814,0.7313613282585011,0.00011461283983324117,
0.815,0.7313649239234924,0.00011476329799206582,
0.816,0.7313685063661464,0.00011491376046810373,
0.817,0.7313720759909076,0.00011506422726641326,
0.818,0.7313756331841161,0.0001152146983922342,
0.819,0.7313791783150656,0.00011536517385097721,
0.82,0.7313827117369853,0.00011551565364821403,
0.821,0.731386233787954,0.00011566613778966832,
0.822,0.7313897447917489,0.00011581662628120718,
0.823,0.7313932450586381,0.0001159671191288334,
0.824,0.731396734886117,0.00011611761633867785,
0.825,0.7314002145595968,0.00011626811791699279,
0.826,0.7314036843530476,0.00011641862387014548,
0.827,0.7314071445295989,0.00011656913420461202,
0.828,0.7314105953421013,0.00011671964892697192,
0.829,0.7314140370336529,0.00011687016804390274,
0.83,0.7314174698380923,0.00011702069156217523,
0.831,0.7314208939804614,0.00011717121948864864,
0.832,0.7314243096774384,0.00011732175183026652,
0.833,0.7314277171377468,0.00011747228859405252,
0.834,0.7314311165625377,0.00011762282978710664,
0.835,0.731434508145751,0.00011777337541660159,
0.836,0.7314378920744538,0.00011792392548977947,
0.837,0.7314412685291611,0.00011807448001394856,
0.838,0.7314446376841374,0.00011822503899648019,
0.839,0.7314479997076798,0.00011837560244480615,
0.84,0.7314513547623875,0.00011852617036641574,
0.841,0.7314547030054152,0.00011867674276885349,
0.842,0.7314580445887121,0.00011882731965971655,
0.843,0.7314613796592495,0.00011897790104665262,
0.844,0.7314647083592346,0.00011912848693735765,
0.845,0.7314680308263141,0.00011927907733957395,
0.846,0.7314713471937658,0.00011942967226108816,
0.847,0.7314746575906823,0.00011958027170972951,
0.848,0.7314779621421424,0.00011973087569336807,
0.849,0.7314812609693769,0.00011988148421991308,
0.85,0.7314845541899236,0.00012003209729731149,
0.851,0.7314878419177756,0.00012018271493354632,
0.852,0.7314911242635221,0.00012033333713663544,
0.853,0.7314944013344825,0.00012048396391463013,
0.854,0.7314976732348334,0.00012063459527561379,
0.855,0.73150094006573,0.00012078523122770084,
0.856,0.7315042019254218,0.00012093587177903544,
0.857,0.731507458909363,0.0001210865169377905,
0.858,0.731510711110316,0.00012123716671216656,
0.859,0.731513958618453,0.0001213878211103909,
0.86,0.7315172015214506,0.00012153848014071636,
0.861,0.7315204399045812,0.00012168914381142075,
0.862,0.7315236738507994,0.00012183981213080569,
0.863,0.7315269034408266,0.00012199048510719603,
0.864,0.7315301287532283,0.00012214116274893887,
0.865,0.7315333498644917,0.00012229184506440285,
0.866,0.7315365668490978,0.00012244253206197754,
0.867,0.731539779779591,0.00012259322375007258,
0.868,0.7315429887266447,0.0001227439201371172,
0.869,0.7315461937591269,0.0001228946212315593,
0.87,0.731549394944159,0.00012304532704186523,
0.871,0.7315525923471764,0.00012319603757651889,
0.872,0.7315557860319791,0.00012334675284402137,
0.873,0.7315589760608039,0.00012349747285289017,
0.874,0.7315621624943417,0.0001236481976116591,
0.875,0.7315653453918203,0.00012379892712887733,
0.876,0.7315685248110353,0.00012394966141310927,
0.877,0.7315717008083996,0.00012410040047293385,
0.878,0.7315748734389864,0.0001242511443169443,
0.879,0.7315780427565715,0.0001244018929537476,
0.88,0.7315812088136739,0.00012455264639196415,
0.881,0.7315843716615946,0.00012470340464022732,
0.882,0.7315875313504545,0.00012485416770718314,
0.883,0.731590687929229,0.0001250049356014899,
0.884,0.7315938414457838,0.00012515570833181787,
0.885,0.7315969919494282,0.00012530648590682362,
0.886,0.7316001394801053,0.00012545726833525827,
0.887,0.7316032840860758,0.00012560805562579066,
0.888,0.7316064258109992,0.0001257588477871364,
0.889,0.7316095646976126,0.0001259096448280212,
0.89,0.7316127007877454,0.0001260604467571807,
0.891,0.7316158341223378,0.0001262112535833603,
0.892,0.7316189647414626,0.00012636206531531485,
0.893,0.731622092684347,0.0001265128819618086,
0.894,0.7316252179893951,0.00012666370353161483,
0.895,0.7316283406942095,0.00012681453003351574,
0.896,0.7316314608356128,0.0001269653614763021,
0.897,0.7316345784496696,0.00012711619786877324,
0.898,0.7316376935717063,0.00012726703921973667,
0.899,0.7316408062363302,0.00012741788553800792,
0.9,0.7316439164774508,0.00012756873683241048,
0.901,0.7316470243282968,0.00012771959311177545,
0.902,0.7316501298214343,0.0001278704543849414,
0.903,0.7316532329887855,0.00012802132066075432,
0.904,0.731656333861644,0.00012817219194806724,
0.905,0.7316594324706925,0.00012832306825574024,
0.906,0.731662528846018,0.00012847394959264024,
0.907,0.7316656230171273,0.00012862483596764088,
0.908,0.7316687150129617,0.00012877572738962228,
0.909,0.731671804861912,0.00012892662386747094,
0.91,0.7316748925918315,0.00012907752541007977,
0.911,0.7316779782300503,0.00012922843202634764,
0.912,0.7316810618033883,0.0001293793437251795,
0.913,0.7316841433381672,0.00012953026051548612,
0.914,0.7316872228602237,0.00012968118240618413,
0.915,0.7316903003949208,0.0001298321094061957,
0.916,0.7316933759671594,0.00012998304152444856,
0.917,0.73169644960139,0.00013013397876987583,
0.918,0.731699521321623,0.00013028492115141598,
0.919,0.7317025911514394,0.00013043586867801267,
0.92,0.7317056591140014,0.00013058682135861464,
0.921,0.7317087252320614,0.00013073777920217565,
0.922,0.7317117895279729,0.0001308887422176544,
0.923,0.7317148520236988,0.00013103971041401438,
0.924,0.7317179127408211,0.00013119068380022377,
0.925,0.7317209717005492,0.0001313416623852555,
0.926,0.7317240289237292,0.00013149264617808698,
0.927,0.7317270844308512,0.00013164363518770018,
0.928,0.7317301382420586,0.00013179462942308133,
0.929,0.7317331903771549,0.00013194562889322115,
0.93,0.7317362408556118,0.00013209663360711453,
0.931,0.7317392896965766,0.00013224764357376052,
0.932,0.7317423369188798,0.00013239865880216233,
0.933,0.7317453825410412,0.0001325496793013272,
0.934,0.7317484265812771,0.0001327007050802663,
0.935,0.731751469057508,0.0001328517361479948,
0.936,0.7317545099873629,0.0001330027725135316,
0.937,0.731757549388188,0.00013315381418589945,
0.938,0.7317605872770508,0.00013330486117412487,
0.939,0.7317636236707474,0.00013345591348723802,
0.94,0.7317666585870053,0.00013360697113426066,
0.941,0.7317696920397209,0.0001337580341242538,
0.942,0.7317727240460822,0.00013390910246624665,
0.943,0.7317757546218535,0.0001340601761692834,
0.944,0.7317787837825557,0.00013421125524241175,
0.945,0.7317818115434693,0.0001343623396946828,
0.946,0.7317848379196413,0.00013451342953515086,
0.947,0.7317878629258885,0.00013466452477287356,
0.948,0.7317908865768028,0.00013481562541691174,
0.949,0.7317939088867563,0.00013496673147632944,
0.95,0.7317969298699044,0.0001351178429601938,
